"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2473","Validate Council Output [WelhatCouncil]","","Fri Nov 01 00:46:07 GMT 2024","passed","Fri Nov 01 00:46:09 GMT 2024","","","",""
"","16178","Validate Council Output [NorthumberlandCouncil]","","Fri Nov 01 00:29:01 GMT 2024","passed","Fri Nov 01 00:29:18 GMT 2024","","","",""
"","2779","Validate Council Output [WorcesterCityCouncil]","","Fri Nov 01 00:51:40 GMT 2024","passed","Fri Nov 01 00:51:43 GMT 2024","","","",""
"","301066","Validate Council Output [BromleyBoroughCouncil]","","Fri Nov 01 00:10:16 GMT 2024","failed","Fri Nov 01 00:15:17 GMT 2024","","","",""
"","300008","Validate Council Output [ChichesterDistrictCouncil]","","Fri Nov 01 00:10:01 GMT 2024","failed","Fri Nov 01 00:15:01 GMT 2024","","","",""
"","1676","Validate Council Output [YorkCouncil]","","Fri Nov 01 00:51:49 GMT 2024","passed","Fri Nov 01 00:51:51 GMT 2024","","","",""
"","130552","Validate Council Output [BoltonCouncil]","","Fri Nov 01 00:06:40 GMT 2024","passed","Fri Nov 01 00:08:51 GMT 2024","","","",""
"","68345","Validate Council Output [LeedsCityCouncil]","","Fri Nov 01 00:26:57 GMT 2024","passed","Fri Nov 01 00:28:05 GMT 2024","","","",""
"","21043","Validate Council Output [ArunCouncil]","","Fri Nov 01 00:01:29 GMT 2024","passed","Fri Nov 01 00:01:50 GMT 2024","","","",""
"","1140","Validate Council Output [WestNorthamptonshireCouncil]","","Fri Nov 01 00:51:30 GMT 2024","passed","Fri Nov 01 00:51:31 GMT 2024","","","",""
"","300188","Validate Council Output [GloucesterCityCouncil]","","Fri Nov 01 00:15:35 GMT 2024","failed","Fri Nov 01 00:20:35 GMT 2024","","","",""
"","44013","Validate Council Output [EppingForestDistrictCouncil]","","Fri Nov 01 00:27:31 GMT 2024","passed","Fri Nov 01 00:28:15 GMT 2024","","","",""
"","339","Validate Council Output [CheshireEastCouncil]","","Fri Nov 01 00:08:46 GMT 2024","failed","Fri Nov 01 00:08:46 GMT 2024","","","",""
"","407817","Validate Council Output [ChelmsfordCityCouncil]","","Fri Nov 01 00:01:58 GMT 2024","passed","Fri Nov 01 00:08:46 GMT 2024","","","",""
"","2656","Validate Council Output [RugbyBoroughCouncil]","","Fri Nov 01 00:28:57 GMT 2024","passed","Fri Nov 01 00:29:00 GMT 2024","","","",""
"","2433","Validate Council Output [DudleyCouncil]","","Fri Nov 01 00:09:02 GMT 2024","passed","Fri Nov 01 00:09:05 GMT 2024","","","",""
"","3595","Validate Council Output [LutonBoroughCouncil]","","Fri Nov 01 00:28:52 GMT 2024","passed","Fri Nov 01 00:28:56 GMT 2024","","","",""
"","9816","Validate Council Output [LondonBoroughHarrow]","","Fri Nov 01 00:28:15 GMT 2024","passed","Fri Nov 01 00:28:25 GMT 2024","","","",""
"","2128","Validate Council Output [MidlothianCouncil]","","Fri Nov 01 00:25:26 GMT 2024","passed","Fri Nov 01 00:25:28 GMT 2024","","","",""
"","34764","Validate Council Output [KirkleesCouncil]","","Fri Nov 01 00:25:07 GMT 2024","failed","Fri Nov 01 00:25:42 GMT 2024","","","",""
"","2000","Validate Council Output [GlasgowCityCouncil]","","Fri Nov 01 00:15:33 GMT 2024","passed","Fri Nov 01 00:15:35 GMT 2024","","","",""
"","316761","Validate Council Output [DacorumBoroughCouncil]","","Fri Nov 01 00:01:33 GMT 2024","failed","Fri Nov 01 00:06:50 GMT 2024","","","",""
"","1942","Validate Council Output [CharnwoodBoroughCouncil]","","Fri Nov 01 00:01:56 GMT 2024","passed","Fri Nov 01 00:01:58 GMT 2024","","","",""
"","4389","Validate Council Output [CroydonCouncil]","","Fri Nov 01 00:01:29 GMT 2024","passed","Fri Nov 01 00:01:33 GMT 2024","","","",""
