"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","145","Validate Council Output [GedlingBoroughCouncil]","","Wed Oct 30 00:07:52 GMT 2024","passed","Wed Oct 30 00:07:53 GMT 2024","","","",""
"","637","Validate Council Output [BathAndNorthEastSomersetCouncil]","","Wed Oct 30 00:07:11 GMT 2024","passed","Wed Oct 30 00:07:12 GMT 2024","","","",""
"","1427","Validate Council Output [MidlothianCouncil]","","Wed Oct 30 00:19:49 GMT 2024","passed","Wed Oct 30 00:19:50 GMT 2024","","","",""
"","300009","Validate Council Output [EastRidingCouncil]","","Wed Oct 30 00:08:55 GMT 2024","failed","Wed Oct 30 00:13:55 GMT 2024","","","",""
"","1782","Validate Council Output [BristolCityCouncil]","","Wed Oct 30 00:08:30 GMT 2024","passed","Wed Oct 30 00:08:31 GMT 2024","","","",""
"","43602","Validate Council Output [BuckinghamshireCouncil]","","Wed Oct 30 00:18:02 GMT 2024","passed","Wed Oct 30 00:18:46 GMT 2024","","","",""
"","36940","Validate Council Output [DerbyshireDalesDistrictCouncil]","","Wed Oct 30 00:07:03 GMT 2024","passed","Wed Oct 30 00:07:40 GMT 2024","","","",""
"","2161","Validate Council Output [HaringeyCouncil]","","Wed Oct 30 00:18:24 GMT 2024","passed","Wed Oct 30 00:18:26 GMT 2024","","","",""
"","3673","Validate Council Output [SouthRibbleCouncil]","","Wed Oct 30 00:22:59 GMT 2024","passed","Wed Oct 30 00:23:03 GMT 2024","","","",""
"","46008","Validate Council Output [BexleyCouncil]","","Wed Oct 30 00:01:12 GMT 2024","passed","Wed Oct 30 00:01:58 GMT 2024","","","",""
"","1899","Validate Council Output [RhonddaCynonTaffCouncil]","","Wed Oct 30 00:22:31 GMT 2024","passed","Wed Oct 30 00:22:33 GMT 2024","","","",""
"","1016","Validate Council Output [StockportBoroughCouncil]","","Wed Oct 30 00:33:06 GMT 2024","passed","Wed Oct 30 00:33:07 GMT 2024","","","",""
"","38893","Validate Council Output [EastRenfrewshireCouncil]","","Wed Oct 30 00:08:16 GMT 2024","passed","Wed Oct 30 00:08:55 GMT 2024","","","",""
"","2173","Validate Council Output [NorthTynesideCouncil]","","Wed Oct 30 00:22:53 GMT 2024","passed","Wed Oct 30 00:22:55 GMT 2024","","","",""
"","2685","Validate Council Output [OldhamCouncil]","","Wed Oct 30 00:22:32 GMT 2024","passed","Wed Oct 30 00:22:35 GMT 2024","","","",""
"","974","Validate Council Output [CoventryCityCouncil]","","Wed Oct 30 00:01:12 GMT 2024","passed","Wed Oct 30 00:01:13 GMT 2024","","","",""
"","34970","Validate Council Output [CalderdaleCouncil]","","Wed Oct 30 00:01:10 GMT 2024","failed","Wed Oct 30 00:01:45 GMT 2024","","","",""
"","1378","Validate Council Output [NewhamCouncil]","","Wed Oct 30 00:21:23 GMT 2024","passed","Wed Oct 30 00:21:25 GMT 2024","","","",""
"","674","Validate Council Output [CannockChaseDistrictCouncil]","","Wed Oct 30 00:01:45 GMT 2024","passed","Wed Oct 30 00:01:46 GMT 2024","","","",""
"","30357","Validate Council Output [NewcastleCityCouncil]","","Wed Oct 30 00:20:53 GMT 2024","failed","Wed Oct 30 00:21:23 GMT 2024","","","",""
"","2471","Validate Council Output [DudleyCouncil]","","Wed Oct 30 00:07:47 GMT 2024","passed","Wed Oct 30 00:07:49 GMT 2024","","","",""
"","2388","Validate Council Output [BracknellForestCouncil]","","Wed Oct 30 00:07:44 GMT 2024","passed","Wed Oct 30 00:07:46 GMT 2024","","","",""
"","2674","Validate Council Output [LincolnCouncil]","","Wed Oct 30 00:20:05 GMT 2024","passed","Wed Oct 30 00:20:08 GMT 2024","","","",""
"","300303","Validate Council Output [BarnetCouncil]","","Wed Oct 30 00:02:03 GMT 2024","failed","Wed Oct 30 00:07:04 GMT 2024","","","",""
"","21048","Validate Council Output [KirkleesCouncil]","","Wed Oct 30 00:20:23 GMT 2024","failed","Wed Oct 30 00:20:44 GMT 2024","","","",""
"","2112","Validate Council Output [TonbridgeAndMallingBC]","","Wed Oct 30 00:28:35 GMT 2024","passed","Wed Oct 30 00:28:37 GMT 2024","","","",""
"","1680","Validate Council Output [SouthAyrshireCouncil]","","Wed Oct 30 00:22:50 GMT 2024","passed","Wed Oct 30 00:22:51 GMT 2024","","","",""
